hs4,product_name_short,product_name_short_es,translation_status,translation_source,notes
2921,Amine-function compounds,Compuestos con función amina,pending_manual_validation,rule_based,
2922,Oxygen-function amino-compounds,Aminocompuestos con función oxigenada,pending_manual_validation,rule_based,
2923,Quaternary ammonium salts and hydroxides,Sales e hidróxidos de amonio cuaternario,pending_manual_validation,code_override,
2924,Carboxyamide-function compounds,Compuestos con función carboxiamida,pending_manual_validation,code_override,
2925,Carboxyimide-function compounds,Compuestos con función carboxiimida,pending_manual_validation,code_override,
2926,Nitrile-function compounds,Compuestos con función nitrilo,pending_manual_validation,code_override,
2927,"Diazo-, azo-, or azoxy-compounds","Compuestos diazo-, azo- o azoxi-",pending_manual_validation,rule_based,
2928,Organix derivatives of hydrazine,Derivados orgánicos de la hidrazina,pending_manual_validation,code_override,
2929,Isocyanates,Isocianatos,manual_validated,manual_master_review,curated_llm_manual_review
2930,Organo-sulfur compounds,Compuestos organosulfurados,manual_validated,manual_master_review,curated_llm_manual_review
2931,Other organo-inorganic compounds,Otros organo-inorganic compounds,pending_manual_validation,rule_based,
2932,Heterocyclic compounds with oxygen hetero-atom(s) only,Compuestos heterocíclicos solo con heteroátomos de oxígeno,pending_manual_validation,rule_based,
2933,Heterocyclic compounds with nitrogen hetero-atom(s) only,Compuestos heterocíclicos solo con heteroátomos de nitrógeno,pending_manual_validation,rule_based,
2934,Nucleic acids and their salts,Ácidos nucleicos y sus sales,pending_manual_validation,code_override,
2935,Sulfonamides,Sulfonamidas,manual_validated,manual_master_review,curated_llm_manual_review
2936,Vitamins,Vitaminas,manual_validated,manual_master_review,curated_llm_manual_review
2937,Hormones,Hormonas,manual_validated,manual_master_review,curated_llm_manual_review
2938,Glycosides,Glucósidos,pending_manual_validation,rule_based,
2939,Vegetable alkaloids,Vegetal alkaloids,pending_manual_validation,rule_based,
2940,"Other sugars, chemically pure","Otros sugars, chemically pure",pending_manual_validation,rule_based,
2941,Antibiotics,Antibióticos,manual_validated,manual_master_review,curated_llm_manual_review
2942,Other organic compounds,Otros organic compounds,pending_manual_validation,rule_based,
3001,Heparin for therapeutic use,Heparina para uso terapéutico,pending_manual_validation,rule_based,
3002,Serums and vaccines,Serums y vaccines,pending_manual_validation,rule_based,
3003,"Medicaments, not packaged",Medicamentos sin envasar,pending_manual_validation,rule_based,
3004,"Medicaments, packaged",Medicamentos envasados,pending_manual_validation,rule_based,
3005,"Wadding, gauze and bandages","Wadding, gauze y bandages",pending_manual_validation,rule_based,
3006,Pharmaceutical goods,Productos farmacéuticos,pending_manual_validation,code_override,
3101,Animal or vegetable fertilizers,Fertilizantes animales o vegetales,pending_manual_validation,rule_based,
3102,Nitrogenous fertilizers,Nitrogenous fertilizantes,pending_manual_validation,rule_based,
3103,Phosphatic fertilizers,Phosphatic fertilizantes,pending_manual_validation,rule_based,
3104,Potassic fertilizers,Potassic fertilizantes,pending_manual_validation,rule_based,
3105,Mixed fertilizers,Mixed fertilizantes,pending_manual_validation,rule_based,
3201,Vegetable tanning extracts,Vegetal tanning extractos,pending_manual_validation,rule_based,
3202,Synthetic tanning substances,Sustancias curtientes sintéticas,pending_manual_validation,code_override,
3203,Coloring matter of animal or vegetable origin,Materias colorantes de origen animal o vegetal,pending_manual_validation,rule_based,
3204,Synthetic organic coloring matter,Materias colorantes orgánicas sintéticas,pending_manual_validation,code_override,
3205,Color lakes,Lacas colorantes,manual_validated,manual_master_review,curated_llm_manual_review
3206,Other coloring matter,Otros materias colorantes,pending_manual_validation,rule_based,
3207,Prepared pigments,Preparado pigments,pending_manual_validation,rule_based,
3208,"Paints and varnishes, nonaqueous","Paints y varnishes, nonaqueous",pending_manual_validation,rule_based,
3209,"Paints and varnishes, aqueous","Paints y varnishes, aqueous",pending_manual_validation,rule_based,
3210,Other paints and varnishes,Otros paints y varnishes,pending_manual_validation,rule_based,
3211,Prepared driers,Preparado driers,pending_manual_validation,rule_based,
3212,"Pigments, nonaqueous",Pigmentos no acuosos,pending_manual_validation,rule_based,
3213,Artists' colors,Colores para artistas,manual_validated,manual_master_review,curated_llm_manual_review
3214,Glaziers' putty,Masillas de vidriero,manual_validated,manual_master_review,curated_llm_manual_review
3215,Ink,Tintas,manual_validated,manual_master_review,curated_llm_manual_review
3301,Essential oils,Essential aceites,pending_manual_validation,rule_based,
3302,Mixtures of odoriferous subtances,Mixtures de odoriferous subtances,pending_manual_validation,rule_based,
3303,Perfumes,Perfumes,manual_validated,manual_master_review,curated_llm_manual_review
3304,Make-up preparations,Make-up preparaciones,pending_manual_validation,rule_based,
3305,Hair products,Productos capilares,pending_manual_validation,code_override,
3306,Dental hygiene products,Productos de higiene dental,pending_manual_validation,code_override,
3307,Toiletries,Artículos de tocador,manual_validated,manual_master_review,curated_llm_manual_review
3401,Soap,Jabón,pending_manual_validation,code_override,
3402,Cleaning products,Productos de limpieza,pending_manual_validation,code_override,
3403,Lubricants,Lubricantes,manual_validated,manual_master_review,curated_llm_manual_review
3404,Artificial and prepared waxes,Artificial y preparado waxes,pending_manual_validation,rule_based,
3405,Polishes and creams,Polishes y creams,pending_manual_validation,rule_based,
3406,Candles,Velas,manual_validated,manual_master_review,curated_llm_manual_review
3407,Modeling pastes,Pastas para modelar,manual_validated,manual_master_review,curated_llm_manual_review
3501,Casein,Caseína,manual_validated,manual_master_review,curated_llm_manual_review
3502,Albumins,Albúminas,manual_validated,manual_master_review,curated_llm_manual_review
3503,Gelatin,Gelatina,pending_manual_validation,rule_based,
3504,Peptones,Peptonas,manual_validated,manual_master_review,curated_llm_manual_review
3505,Dextrins and other modified starches,Dextrins y otros modified starches,pending_manual_validation,rule_based,
3506,Glues and adhesives,Glues y adhesives,pending_manual_validation,rule_based,
3507,Enzymes,Enzimas,manual_validated,manual_master_review,curated_llm_manual_review
3601,Propellant powders,Pólvoras propulsoras,pending_manual_validation,code_override,
3602,"Prepared explosives, except gunpowder","Preparado explosives, except gunpowder",pending_manual_validation,rule_based,
3603,Detonators,Detonadores,manual_validated,manual_master_review,curated_llm_manual_review
3604,Fireworks,Fuegos artificiales,manual_validated,manual_master_review,curated_llm_manual_review
3605,Matches,Fósforos,manual_validated,manual_master_review,curated_llm_manual_review
3606,Ferrocerium and other pyrophoric alloys,Ferrocerium y otros pyrophoric alloys,pending_manual_validation,rule_based,
3701,Photographic plates,Placas fotográficas,pending_manual_validation,rule_based,
3702,Photographic film in rolls,Película fotográfica en rollos,pending_manual_validation,rule_based,
3703,Photographic paper,Papel fotográfico,pending_manual_validation,rule_based,
3704,"Photographic film, not developed",Película fotográfica sin revelar,pending_manual_validation,rule_based,
3705,"Photographic film, developed",Película fotográfica revelada,pending_manual_validation,rule_based,
3706,Motion-picture film,Motion-picture película,pending_manual_validation,rule_based,
3707,Chemical preparations for photographic uses,Preparaciones químicas para usos fotográficos,pending_manual_validation,rule_based,
3801,Artificial graphite,Grafito artificial,pending_manual_validation,rule_based,
3802,Activated carbon,Carbón activado,manual_validated,manual_master_review,curated_llm_manual_review
3803,Tall oil,Tall aceite,pending_manual_validation,rule_based,
3804,Residual lyes,Lejías residuales,manual_validated,manual_master_review,curated_llm_manual_review
3805,Turpentines,Trementinas,manual_validated,manual_master_review,curated_llm_manual_review
3806,Rosin and resin acids,Colofonia y ácidos resínicos,pending_manual_validation,code_override,
3807,Wood tar and oils,Madera tar y aceites,pending_manual_validation,rule_based,
3808,"Insecticides, rodenticides, fungicides, etc.","Insecticidas, rodenticidas, fungicidas, etc.",manual_validated,manual_master_review,curated_llm_manual_review
3809,Finishing agents,Aprestos y productos de acabado,manual_validated,manual_master_review,curated_llm_manual_review
3810,Pickling preparations for metal surfaces,Preparaciones para el decapado de superficies metálicas,pending_manual_validation,rule_based,
3811,Anti-knock,Preparaciones antidetonantes,manual_validated,manual_master_review,curated_llm_manual_review
3812,Stabilizers for rubber or plastic,Estabilizantes para caucho o plástico,pending_manual_validation,rule_based,
3813,Preparations for fire extinguishers,Preparaciones para extintores de incendios,pending_manual_validation,rule_based,
3814,Organic composite solvents and thinners,Organic composite solvents y thinners,pending_manual_validation,rule_based,
3815,Catalytic preparations,Catalytic preparaciones,pending_manual_validation,rule_based,
3816,Refractory cements,Cementos refractarios,manual_validated,manual_master_review,curated_llm_manual_review
3817,Mixed alkylbenzenes,Alquilbencenos mezclados,manual_validated,manual_master_review,curated_llm_manual_review
3818,Chemical elements for electronics,Elementos químicos para electrónica,pending_manual_validation,rule_based,
3819,Hydraulic fluids,Fluidos hidráulicos,manual_validated,manual_master_review,curated_llm_manual_review
3820,Antifreezing preparation,Antifreezing preparación,pending_manual_validation,rule_based,
3821,Prepared culture media for micro-organisms,Medios de cultivo preparados para microorganismos,pending_manual_validation,rule_based,
3822,Diagnostic or laboratory reagents,Diagnostic o laboratory reagents,pending_manual_validation,rule_based,
3823,Industrial monocarboxylic fatty acids,Ácidos grasos monocarboxílicos industriales,pending_manual_validation,code_override,
3901,Polymers of ethylene,Polímeros de etileno,manual_validated,manual_master_review,curated_llm_manual_review
3902,Polymers of propylene,Polímeros de propileno,manual_validated,manual_master_review,curated_llm_manual_review
3903,Polymers of styrene,Polymers de styrene,pending_manual_validation,rule_based,
3904,Polymers of vinyl chloride,Polymers de vinyl chloride,pending_manual_validation,rule_based,
3905,Polymers of vinyl acetate,Polymers de vinyl acetate,pending_manual_validation,rule_based,
3906,Acrylic polymers,Polímeros acrílicos,manual_validated,manual_master_review,curated_llm_manual_review
3907,Polyacetals,Poliacetales,manual_validated,manual_master_review,curated_llm_manual_review
3908,Polyamides,Poliamidas,manual_validated,manual_master_review,curated_llm_manual_review
3909,Amino-resins,Aminorresinas,manual_validated,manual_master_review,curated_llm_manual_review
3910,Silicones in primary forms,Siliconas en formas primarias,manual_validated,manual_master_review,curated_llm_manual_review
3911,Petroleum resins,Resinas de petróleo,manual_validated,manual_master_review,curated_llm_manual_review
3912,Cellulose n.e.c.,Celulosa n.e.p.,manual_validated,manual_master_review,curated_llm_manual_review
3913,Natural polymers,Polímeros naturales,pending_manual_validation,rule_based,
3914,Ion-exchangers based on polymers,Intercambiadores de iones a base de polímeros,manual_validated,manual_master_review,curated_llm_manual_review
3915,Plastic waste,Plástico desechos,pending_manual_validation,rule_based,
3916,Monofilament,Monofilamentos,pending_manual_validation,rule_based,
3917,Plastic tubes and fittings,Tubos y accesorios de plástico,pending_manual_validation,code_override,
3918,Plastic floor coverings,Plástico floor coverings,pending_manual_validation,rule_based,
3919,Self-adhesive plastic sheets,Self-adhesive plástico hojas,pending_manual_validation,rule_based,
3920,"Other plates of plastics, noncellular and not reinforced","Las demás placas de plástico, no celulares ni reforzadas",pending_manual_validation,rule_based,
3921,"Other plastic plates, sheets etc.","Las demás placas, hojas y láminas de plástico",manual_validated,manual_master_review,curated_llm_manual_review
3922,"Baths, sinks etc.","Bañeras, lavabos, etc.",manual_validated,manual_master_review,curated_llm_manual_review
3923,Packing lids,Tapas para envases,pending_manual_validation,rule_based,
3924,Plastic household articles,Artículos domésticos de plástico,pending_manual_validation,code_override,
3925,Plastic builders' ware,Artículos de plástico para construcción,pending_manual_validation,rule_based,
3926,Other articles of plastic,Otros artículos de plástico,pending_manual_validation,rule_based,
4001,Natural rubber,Caucho natural,pending_manual_validation,rule_based,
4002,Synthetic rubber,Caucho sintético,pending_manual_validation,code_override,
4003,Reclaimed rubber,Reclaimed caucho,pending_manual_validation,rule_based,
4004,Scrap of rubber,Chatarra de caucho,pending_manual_validation,rule_based,
4005,Compounded rubber,Compounded caucho,pending_manual_validation,rule_based,
4006,Unvulcanized rubber rods,Unvulcanized caucho rods,pending_manual_validation,rule_based,
4007,Vulcanized rubber thread and cord,Vulcanized caucho thread y cord,pending_manual_validation,rule_based,
4008,Vulcanized rubber plates,Vulcanized caucho placas,pending_manual_validation,rule_based,
4009,Vulcanized rubber tubes,Tubos de caucho vulcanizado,pending_manual_validation,code_override,
4010,Conveyor belts of vulcanized rubber,Conveyor belts de vulcanized caucho,pending_manual_validation,rule_based,
4011,New pneumatic tires of rubber,Nuevos neumáticos neumáticos de caucho,pending_manual_validation,rule_based,
4012,Used pneumatic tires of rubber,Neumáticos usados de caucho,pending_manual_validation,rule_based,
4013,Rubber inner tubes,Cámaras de caucho,pending_manual_validation,code_override,
4014,Rubber hygenic or pharmeceutical items,Caucho hygenic o pharmeceutical items,pending_manual_validation,rule_based,
4015,Vulcanized rubber articles of apparel,Vulcanized caucho artículos de apparel,pending_manual_validation,rule_based,
4016,Other articles of vulcanized rubber,Otros artículos de vulcanized caucho,pending_manual_validation,rule_based,
4017,Hard rubber,Hard caucho,pending_manual_validation,rule_based,
4101,Raw hides of bovines or equines,Cueros en bruto de bovinos o equinos,manual_validated,manual_master_review,curated_llm_manual_review
4102,Raw skins of sheep or lambs,Pieles en bruto de ovinos o corderos,pending_manual_validation,rule_based,
4103,Other raw hides and skins,Otros cueros en bruto y pieles,pending_manual_validation,rule_based,
4104,Tanned hides of bovines or equines,Cueros curtidos de bovinos o equinos,manual_validated,manual_master_review,curated_llm_manual_review
4105,Tanned sheepskins,Pieles curtidas de ovino,manual_validated,manual_master_review,curated_llm_manual_review
4106,Tanned skins of other animals,Pieles curtidas de los demás animales,manual_validated,manual_master_review,curated_llm_manual_review
4107,Bovine leather further prepared,Bovinos cuero further preparado,pending_manual_validation,rule_based,
4108,Chamois leather,Chamois cuero,pending_manual_validation,rule_based,
4109,Patent leather,Patent cuero,pending_manual_validation,rule_based,
4110,Waste of leather,Desechos de cuero,pending_manual_validation,rule_based,
4111,Composition leather,Composition cuero,pending_manual_validation,rule_based,
4201,Saddlery and harnesses,Saddlery y harnesses,pending_manual_validation,rule_based,
4202,Trunks or cases,Trunks o cases,pending_manual_validation,rule_based,
4203,Leather apparel,Cuero apparel,pending_manual_validation,rule_based,
4204,Articles of leather for technical uses,Artículos de cuero para usos técnicos,pending_manual_validation,rule_based,
4205,Other articles of leather,Otros artículos de cuero,pending_manual_validation,rule_based,
4206,Articles of gut,Artículos de tripa,pending_manual_validation,rule_based,
4301,Other raw furskins,Las demás pieles finas en bruto,pending_manual_validation,rule_based,
4302,Other tanned furskins,Las demás pieles finas curtidas o adobadas,manual_validated,manual_master_review,curated_llm_manual_review
4303,Furskin apparel,Prendas de peletería,manual_validated,manual_master_review,curated_llm_manual_review
4304,Artificial fur,Peletería artificial,manual_validated,manual_master_review,curated_llm_manual_review
4401,Fuel wood,Fuel madera,pending_manual_validation,rule_based,
4402,Wood charcoal,Madera charcoal,pending_manual_validation,rule_based,
4403,Wood in the rough,Madera en bruto,pending_manual_validation,code_override,
4404,Strips and other pieces of wood,Strips y otros pieces de madera,pending_manual_validation,rule_based,
4405,Wood wool or flour,Lana o harina de madera,pending_manual_validation,code_override,
4406,Wooden railway ties,De madera ferroviarios ties,pending_manual_validation,rule_based,
4407,Wood sawn lengthwise,Madera aserrada longitudinalmente,pending_manual_validation,rule_based,
4408,Sheets for veneering for plywood,Hojas para chapado de madera contrachapada,pending_manual_validation,rule_based,
4409,Wood shaped along its edges,Madera shaped along its edges,pending_manual_validation,rule_based,
4410,Particle board and similar board,Particle board y similar board,pending_manual_validation,rule_based,
4411,Fiberboard of wood,Fiberboard de madera,pending_manual_validation,rule_based,
4412,Plywood,Madera contrachapada,pending_manual_validation,rule_based,
4413,Densified wood,Densified madera,pending_manual_validation,rule_based,
4414,Wooden frames,De madera monturas,pending_manual_validation,rule_based,
4415,Packing boxes,Embalaje boxes,pending_manual_validation,rule_based,
4416,"Casks, barrels, etc. of wood","Casks, barrels, etc. de madera",pending_manual_validation,rule_based,
4417,Wooden tools,Herramientas de madera,pending_manual_validation,rule_based,
4418,Wood carpentry for construction,Carpintería de madera para construcción,pending_manual_validation,rule_based,
4419,Wooden kitchenware,De madera kitchenware,pending_manual_validation,rule_based,
4420,"Wood marquetry, ornaments, etc.","Madera marquetry, ornaments, etc.",pending_manual_validation,rule_based,
4421,Other articles of wood,Otros artículos de madera,pending_manual_validation,rule_based,
4501,"Natural cork, raw",Corcho natural en bruto,pending_manual_validation,rule_based,
4502,"Natural cork, debacked",Corcho natural descortezado,pending_manual_validation,rule_based,
4503,Articles of natural cork,Artículos de corcho natural,pending_manual_validation,rule_based,
4504,Agglomerated cork,Corcho aglomerado,pending_manual_validation,rule_based,
4601,Products of plaiting materials,Productos de materias trenzables,pending_manual_validation,code_override,
4602,Basketwork,Cestería,manual_validated,manual_master_review,curated_llm_manual_review
4701,Mechanical woodpulp,Pasta mecánica de madera,manual_validated,manual_master_review,curated_llm_manual_review
4702,"Chemical woodpulp, dissolving grade","Químico woodpulp, dissolving grade",pending_manual_validation,rule_based,
4703,"Chemical woodpulp, soda or sulfate","Químico woodpulp, soda o sulfato",pending_manual_validation,rule_based,
4704,"Chemical woodpulp, sulfite","Químico woodpulp, sulfite",pending_manual_validation,rule_based,
4705,Semichemical woodpulp,Pasta semiquímica de madera,pending_manual_validation,rule_based,
4706,Pulps of recovered paper fibers,Pulps de recovered papel fibras,pending_manual_validation,rule_based,
4707,Paper waste,Desechos de papel,pending_manual_validation,rule_based,
4801,Newsprint,Papel prensa,manual_validated,manual_master_review,curated_llm_manual_review
4802,Paper used for graphic purposes,Papel para usos gráficos,pending_manual_validation,rule_based,
4803,Tissue,Papel tisú,manual_validated,manual_master_review,curated_llm_manual_review
4804,Uncoated kraft paper and paperboard,Uncoated kraft papel y cartón,pending_manual_validation,rule_based,
4805,Other uncoated paper and paperboard,Los demás papeles y cartones sin estucar,pending_manual_validation,code_override,
4806,Transparent paper,Transparent papel,pending_manual_validation,rule_based,
4807,Uncoated composite paper,Uncoated composite papel,pending_manual_validation,rule_based,
4808,Corrugated paper and paperboard,Corrugated papel y cartón,pending_manual_validation,rule_based,
4809,Carbon paper,Carbon papel,pending_manual_validation,rule_based,
4810,"Paper and paperboard, coated with kaolin","Papel y cartón, coated con kaolin",pending_manual_validation,rule_based,
4811,"Cellulose wadding, coated",Guata de celulosa recubierta,manual_validated,manual_master_review,curated_llm_manual_review
4812,Filter blocks of paper pulp,Filter blocks de papel pulp,pending_manual_validation,rule_based,
4813,Cigarette paper,Cigarette papel,pending_manual_validation,rule_based,
4814,Wallpaper,Papel pintado,manual_validated,manual_master_review,curated_llm_manual_review
4815,Floor coverings of paper,Floor coverings de papel,pending_manual_validation,rule_based,
4816,Other carbon paper,Los demás papeles carbón,pending_manual_validation,rule_based,
4817,Letterstock,Artículos de correspondencia,manual_validated,manual_master_review,curated_llm_manual_review
4818,Toilet paper,Papel higiénico,manual_validated,manual_master_review,curated_llm_manual_review
4819,Cardboard packing containers,Envases de cartón para embalaje,pending_manual_validation,rule_based,
4820,Notebooks,Cuadernos,pending_manual_validation,rule_based,
4821,Paper labels,Papel labels,pending_manual_validation,rule_based,
4822,"Bobbins, spools, cops of paper","Bobbins, spools, cops de papel",pending_manual_validation,rule_based,
4823,Other paper cut to size,Otros papel cut to size,pending_manual_validation,rule_based,
4901,"Books, brochures etc.","Libros, folletos, etc.",manual_validated,manual_master_review,curated_llm_manual_review
4902,"Newspapers, journals and periodicals","Newspapers, journals y periodicals",pending_manual_validation,rule_based,
4903,Children's books,Libros infantiles,manual_validated,manual_master_review,curated_llm_manual_review
4904,"Music, printed or in manuscript","Music, printed o in manuscript",pending_manual_validation,rule_based,
4905,Maps,Mapas,manual_validated,manual_master_review,curated_llm_manual_review
4906,"Architectural, engineering, etc. drawings","Planos y dibujos de arquitectura, ingeniería, etc.",manual_validated,manual_master_review,curated_llm_manual_review
4907,Unused stamps,Sellos sin usar,manual_validated,manual_master_review,curated_llm_manual_review
4908,Transfers (decalcomanias),Calcomanías,manual_validated,manual_master_review,curated_llm_manual_review
4909,Printed or illustrated postcards,Printed o illustrated postcards,pending_manual_validation,rule_based,
4910,Calendars,Calendarios,manual_validated,manual_master_review,curated_llm_manual_review
4911,Other printed matter,Otros printed matter,pending_manual_validation,rule_based,
5001,Silkworm cocoons,Capullos de seda,manual_validated,manual_master_review,curated_llm_manual_review
5002,Raw silk,Seda en bruto,pending_manual_validation,rule_based,
5003,Silk waste,Desechos de seda,pending_manual_validation,rule_based,
5004,Silk yarn,Hilado de seda,pending_manual_validation,rule_based,
5005,Yarn from silk waste,Hilado de desperdicios de seda,pending_manual_validation,rule_based,
5006,"Silk yarn, for retail sale",Hilado de seda para venta al por menor,pending_manual_validation,rule_based,
5007,Woven silk fabrics,Tejidos de seda,pending_manual_validation,rule_based,
5101,Wool,Lana,pending_manual_validation,rule_based,
5102,Animal hair,Pelo animal,pending_manual_validation,rule_based,
5103,Wool or animal hair waste,Desechos de lana o pelo animal,pending_manual_validation,rule_based,
5104,Garnetted stock of wool or animal hair,Fibras regeneradas de lana o pelo animal,pending_manual_validation,rule_based,
5105,"Wool, combed",Lana peinada,pending_manual_validation,rule_based,
5106,"Yarn of carded wool, not for retail sale","Hilado de lana cardada, no para venta al por menor",pending_manual_validation,rule_based,
5107,"Yarn of combed wool, not for retail sale","Hilado de lana peinada, no para venta al por menor",pending_manual_validation,rule_based,
5108,"Yarn of animal hair, not for retail sale","Hilados de pelo animal, no para venta al por menor",pending_manual_validation,rule_based,
5109,"Yarn of wool or animal hair, for retail sale","Hilados de lana o pelo animal, para venta al por menor",pending_manual_validation,rule_based,
5110,Yarn of coarse animal hair or of horsehair,Hilados de pelo animal grueso o crin,pending_manual_validation,rule_based,
5111,Woven fabrics of carded wool,Tejidos de carded lana,pending_manual_validation,rule_based,
5112,Woven fabrics of combed wool,Tejidos de combed lana,pending_manual_validation,rule_based,
5113,Woven fabrics of coarse animal hair,Tejidos de pelo animal grueso,pending_manual_validation,rule_based,
5201,Raw cotton,Algodón en bruto,pending_manual_validation,rule_based,
5202,Cotton waste,Algodón desechos,pending_manual_validation,rule_based,
5203,"Cotton, carded or combed","Algodón, carded o combed",pending_manual_validation,rule_based,
5204,Cotton sewing thread,Algodón sewing thread,pending_manual_validation,rule_based,
5205,Cotton yarn of > 85%,Algodón hilados de > 85%,pending_manual_validation,rule_based,
5206,Cotton yarn of < 85%,Algodón hilados de < 85%,pending_manual_validation,rule_based,
5207,Cotton yarn for retail sale,Hilado de algodón para venta al por menor,pending_manual_validation,rule_based,
5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,Tejidos de algodón de > 85% weighing < 200 g/m2,pending_manual_validation,rule_based,
5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,Tejidos de algodón de < 85% con peso > 200 g/m2,pending_manual_validation,code_override,
5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,Tejidos de algodón de < 85% weighing < 200 g/m2,pending_manual_validation,rule_based,
5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,Tejidos de algodón de < 85% weighing > 200 g/m2,pending_manual_validation,rule_based,
5212,Other woven cotton fabrics,Otros tejidos algodón tejidos,pending_manual_validation,rule_based,
5301,"Flax, raw or processed","Lino, en bruto o procesado",pending_manual_validation,rule_based,
5302,Hemp fiber,Hemp fibra,pending_manual_validation,rule_based,
5303,Textile bast fibers,Textil bast fibras,pending_manual_validation,rule_based,
5304,Sisal and agave fibers,Sisal y agave fibras,pending_manual_validation,rule_based,
5305,Vegetable textile fibers,Vegetal textil fibras,pending_manual_validation,rule_based,
5306,Flax yarn,Hilado de lino,pending_manual_validation,rule_based,
5307,Yarn of textile bast fibers,Hilados de textil bast fibras,pending_manual_validation,rule_based,
5308,Yarn of other vegetable textile fibers,Hilados de otros vegetal textil fibras,pending_manual_validation,rule_based,
5309,Woven fabrics of flax,Tejidos de lino,pending_manual_validation,rule_based,
5310,Woven fabrics of jute or of other textile bast fibers,Tejidos de jute o de otros textil bast fibras,pending_manual_validation,rule_based,
5311,Woven fabrics of vegetable textile fibers,Tejidos de vegetal textil fibras,pending_manual_validation,rule_based,
5401,Synthetic sowing thread,Hilo de coser sintético,pending_manual_validation,code_override,
5402,Synthetic filament yarn,Hilado de filamentos sintéticos,pending_manual_validation,rule_based,
5403,Artificial filament yarn,Hilado de filamentos artificiales,pending_manual_validation,rule_based,
5404,"Synthetic monofilament >67 dtex, thickness < 1mm","Monofilamento sintético >67 dtex, espesor < 1 mm",pending_manual_validation,rule_based,
5405,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm","Monofilamento artificial >67 dtex, espesor < 1 mm; tiras y pajas < 5 mm",pending_manual_validation,rule_based,
5406,Synthetic filament yarn for retail sale,Hilado de filamentos sintéticos para venta al por menor,pending_manual_validation,rule_based,
5407,Woven fabrics of synthetic filament yarn,Tejidos de hilados de filamentos sintéticos,pending_manual_validation,rule_based,
5408,Woven fabrics of artificial filament yarn,Tejidos de hilados de filamentos artificiales,pending_manual_validation,rule_based,
5501,Synthetic filament tow,Cables de filamentos sintéticos,pending_manual_validation,rule_based,
5502,Artificial filament tow,Cables de filamentos artificiales,pending_manual_validation,rule_based,
5503,Synthetic staple fibers,Fibras sintéticas discontinuas,pending_manual_validation,code_override,
5504,"Artificial staple fibers, not processed for spinning","Fibras discontinuas artificiales, no preparadas para hilar",pending_manual_validation,rule_based,
5505,Waste of man-made fibers,Desechos de fibras manufacturadas,pending_manual_validation,rule_based,
5506,"Synthetic staple fibers, processed","Fibras sintéticas discontinuas, procesadas",pending_manual_validation,code_override,
5507,"Artificial staple fibers, processed","Fibras discontinuas artificiales, preparadas",pending_manual_validation,rule_based,
5508,Synthetic staple fibers sewing thread,Hilo de coser de fibras sintéticas discontinuas,pending_manual_validation,code_override,
5509,"Yarn of synthetic staple fibers, not for retail sale","Hilados de fibras sintéticas discontinuas, no para venta al por menor",pending_manual_validation,rule_based,
5510,"Yarn of artificial staple fibers, not for retail sale","Hilados de fibras artificiales discontinuas, no para venta al por menor",pending_manual_validation,rule_based,
5511,"Yarn of synthetic staple fibers, for retail sale","Hilados de fibras sintéticas discontinuas, para venta al por menor",pending_manual_validation,rule_based,
5512,Woven fabrics of > 85% synthetic staple fibers,Tejidos con > 85% de fibras sintéticas discontinuas,pending_manual_validation,code_override,
5513,Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,"Tejidos con < 85% de fibras sintéticas discontinuas, peso < 170 g/m2",pending_manual_validation,code_override,
5514,Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,"Tejidos con < 85% de fibras sintéticas discontinuas, peso > 170 g/m2",pending_manual_validation,code_override,
5515,Other woven fabrics of synthetic staple fibers,Los demás tejidos de fibras sintéticas discontinuas,pending_manual_validation,code_override,
5516,Woven fabrics of artificial staple fibers,Tejidos de fibras artificiales discontinuas,pending_manual_validation,rule_based,
5601,Wadding of textile materials,Wadding de textil materiales,pending_manual_validation,rule_based,
5602,Felt,Fieltro,manual_validated,manual_master_review,curated_llm_manual_review
5603,Nonwoven textiles,Telas no tejidas,manual_validated,manual_master_review,curated_llm_manual_review
5604,Rubber textiles,Caucho textiles,pending_manual_validation,rule_based,
5605,Metallised yarn,Metallised hilados,pending_manual_validation,rule_based,
5606,Gimp yarn,Hilados entorchados,pending_manual_validation,rule_based,
5607,Twine and ropes of baste fibers,Twine y ropes de baste fibras,pending_manual_validation,rule_based,
5608,Nets,Redes,manual_validated,manual_master_review,curated_llm_manual_review
5609,"Articles of yarn, rope etc not elsewhere clasified","Artículos de hilados, cuerdas, etc., no clasificados en otra parte",pending_manual_validation,rule_based,
5701,"Carpets, knotted",Alfombras anudadas,manual_validated,manual_master_review,curated_llm_manual_review
5702,Woven carpets and rugs,Tejidos carpets y rugs,pending_manual_validation,rule_based,
5703,"Carpets, tufted",Alfombras de mechón insertado,manual_validated,manual_master_review,curated_llm_manual_review
5704,Carpets of felt,Carpets de felt,pending_manual_validation,rule_based,
5705,Other carpets,Otros carpets,pending_manual_validation,rule_based,
5801,Woven pile fabrics,Tejidos de pelo,pending_manual_validation,rule_based,
